,capacity_policy,minfood_access_policy,ration_size_policy,day_access_policy,rerouting_policy,facility_refill_frequency,alpha,beta,gamma,epsilon,parallel_served_full,avg_interactions
215,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,3.0,1.0,7.4,20.0
216,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
217,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
218,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
219,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
220,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
221,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
222,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
223,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
224,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
225,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
226,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
227,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,6.0,20.0
228,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
229,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
230,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
231,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
232,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
233,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
234,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
235,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
236,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
237,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
238,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
239,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.1,7.4,20.0
240,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
241,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
242,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
243,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
244,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
245,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
246,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
247,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
248,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
249,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
250,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
251,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,6.0,20.0
252,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
253,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
254,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
255,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
256,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
257,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
258,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
259,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
260,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
261,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
262,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
263,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,0.5,7.4,20.0
264,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
265,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
266,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
267,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
268,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
269,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
270,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
271,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
272,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
273,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
274,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
275,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,6.0,20.0
276,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
277,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
278,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
279,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
280,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
281,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
282,1.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
283,1.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
284,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
285,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
286,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
287,2.0,0.0,30.0,0.0,3.0,0.0,0.0,0.5,7.0,1.0,7.4,20.0
288,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
289,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
290,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
291,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
292,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
293,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
294,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
295,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
296,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
297,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
298,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
299,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,6.0,20.0
300,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
301,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
302,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
303,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
304,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
305,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
306,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
307,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
308,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
309,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
310,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
311,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.1,7.4,20.0
312,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
313,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
314,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
315,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
316,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
317,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
318,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
319,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
320,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
321,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
322,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
323,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,6.0,20.0
324,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
325,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
326,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
327,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
328,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
329,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
330,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
331,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
332,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
333,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
334,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
335,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,0.5,7.4,20.0
336,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
337,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
338,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
339,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
340,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
341,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
342,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
343,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
344,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
345,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
346,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
347,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,6.0,20.0
348,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
349,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
350,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
351,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
352,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
353,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
354,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
355,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
356,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
357,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
358,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
359,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,7.4,20.0
360,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
361,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
362,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
363,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
364,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
365,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
366,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
367,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
368,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
369,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
370,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
371,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,6.0,20.0
372,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
373,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
374,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
375,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
376,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
377,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
378,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
379,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
380,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
381,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
382,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
383,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.1,7.4,20.0
384,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
385,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
386,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
387,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
388,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
389,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
390,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
391,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
392,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
393,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
394,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
395,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,6.0,20.0
396,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
397,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
398,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
399,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
400,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
401,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
402,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
403,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
404,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
405,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
406,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
407,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,0.5,7.4,20.0
408,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
409,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
410,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
411,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
412,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
413,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
414,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
415,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
416,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
417,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
418,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
419,2.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,6.0,20.0
420,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
421,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
422,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
423,0.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
424,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
425,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
426,1.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
427,1.0,0.0,30.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
428,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
429,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
430,2.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,7.4,20.0
